movie_id,url,title,genre,metascore,userscore,RelDate,rating_id
chapter-27,https://www.metacritic.com/movie/chapter-27,Chapter 27,"Drama,Crime",32,6.1,2008-03-28,2
charlatan,https://www.metacritic.com/movie/charlatan,Charlatan,"Drama,History",66,,2021-07-23,0
charlie-and-the-chocolate-factory,https://www.metacritic.com/movie/charlie-and-the-chocolate-factory,Charlie and the Chocolate Factory,"Adventure,Fantasy,Comedy,Family",72,6.7,2005-07-15,1
charlie-bartlett,https://www.metacritic.com/movie/charlie-bartlett,Charlie Bartlett,"Drama,Comedy",54,7.0,2008-02-22,2
charlie-countryman,https://www.metacritic.com/movie/charlie-countryman,Charlie Countryman,"Action,Drama,Thriller,Comedy,Romance",31,6.4,2013-11-15,2
charlie-says,https://www.metacritic.com/movie/charlie-says,Charlie Says,"Biography,Drama,Crime",57,5.2,2019-05-10,2
charlie-st-cloud,https://www.metacritic.com/movie/charlie-st-cloud,Charlie St. Cloud,"Drama,Fantasy,Romance",37,5.3,2010-07-30,1
charlie-the-life-and-art-of-charles-chaplin,https://www.metacritic.com/movie/charlie-the-life-and-art-of-charles-chaplin,Charlie: The Life and Art of Charles Chaplin,"Biography,Documentary",80,8.0,2004-02-13,0
charlie-victor-romeo,https://www.metacritic.com/movie/charlie-victor-romeo,Charlie Victor Romeo,"Drama,History,Thriller,Documentary",65,,2014-01-29,0
charlie-wilsons-war,https://www.metacritic.com/movie/charlie-wilsons-war,Charlie Wilson's War,"Biography,Drama",67,6.9,2007-12-21,2
charlies-angels,https://www.metacritic.com/movie/charlies-angels,Charlie's Angels,"Action,Adventure,Comedy,Crime",52,8.4,2000-11-03,1
charlies-angels-2019,https://www.metacritic.com/movie/charlies-angels-2019,Charlie's Angels,"Action,Adventure,Comedy",52,3.1,2019-11-15,1
charlies-angels-full-throttle,https://www.metacritic.com/movie/charlies-angels-full-throttle,Charlie's Angels: Full Throttle,"Action,Adventure,Comedy,Crime",48,5.3,2003-06-27,0
charlies-country,https://www.metacritic.com/movie/charlies-country,Charlie's Country,Drama,75,,2015-06-05,0
charlotte-gray,https://www.metacritic.com/movie/charlotte-gray,Charlotte Gray,"Drama,Thriller,Romance,War",48,7.5,2001-12-28,1
charlotte-sometimes,https://www.metacritic.com/movie/charlotte-sometimes,Charlotte Sometimes,"Drama,Romance",72,8.0,2003-05-02,2
charlottes-web,https://www.metacritic.com/movie/charlottes-web,Charlotte's Web,"Fantasy,Comedy,Family",68,6.9,2006-12-15,3
charm-city-kings,https://www.metacritic.com/movie/charm-city-kings,Charm City Kings,Drama,62,8.3,2020-10-08,2
chasing-coral,https://www.metacritic.com/movie/chasing-coral,Chasing Coral,Documentary,86,6.8,2017-07-14,0
chasing-ice,https://www.metacritic.com/movie/chasing-ice,Chasing Ice,"Biography,Documentary",75,8.2,2012-11-09,0
chasing-liberty,https://www.metacritic.com/movie/chasing-liberty,Chasing Liberty,"Comedy,Romance",46,5.1,2004-01-09,1
chasing-madoff,https://www.metacritic.com/movie/chasing-madoff,Chasing Madoff,Documentary,52,3.8,2011-08-26,0
chasing-mavericks,https://www.metacritic.com/movie/chasing-mavericks,Chasing Mavericks,"Drama,Sport",45,6.2,2012-10-26,1
chasing-papi,https://www.metacritic.com/movie/chasing-papi,Chasing Papi,Comedy,33,5.7,2003-04-16,1
chasing-trane-the-john-coltrane-documentary,https://www.metacritic.com/movie/chasing-trane-the-john-coltrane-documentary,Chasing Trane: The John Coltrane Documentary,"Biography,Music,Documentary",69,7.4,2017-04-14,0
chats-perches,https://www.metacritic.com/movie/chats-perches,Chats perch̩s,Documentary,79,,2006-12-20,0
chavela,https://www.metacritic.com/movie/chavela,Chavela,"Biography,History,Music,Documentary",68,8.0,2017-10-04,0
che,https://www.metacritic.com/movie/che,Che,"Biography,Drama,History,War",64,7.0,2008-12-12,0
cheap-thrills,https://www.metacritic.com/movie/cheap-thrills,Cheap Thrills,"Thriller,Comedy",63,7.3,2014-03-21,0
cheaper-by-the-dozen,https://www.metacritic.com/movie/cheaper-by-the-dozen,Cheaper by the Dozen,"Comedy,Family",46,7.1,2003-12-25,1
cheaper-by-the-dozen-2,https://www.metacritic.com/movie/cheaper-by-the-dozen-2,Cheaper by the Dozen 2,"Adventure,Comedy,Family",34,4.5,2005-12-21,1
cheatin,https://www.metacritic.com/movie/cheatin,Cheatin',Animation,74,5.3,2014-08-15,0
cheerful-weather-for-the-wedding,https://www.metacritic.com/movie/cheerful-weather-for-the-wedding,Cheerful Weather for the Wedding,"Drama,Comedy",49,5.0,2012-12-07,0
chef,https://www.metacritic.com/movie/chef,Chef,Comedy,68,7.7,2014-05-09,2
chef-flynn,https://www.metacritic.com/movie/chef-flynn,Chef Flynn,Documentary,63,,2018-11-09,0
chelsea-on-the-rocks,https://www.metacritic.com/movie/chelsea-on-the-rocks,Chelsea on the Rocks,Documentary,57,,2009-10-02,2
chelsea-walls,https://www.metacritic.com/movie/chelsea-walls,Chelsea Walls,Drama,34,6.3,2002-04-19,2
chemical-hearts,https://www.metacritic.com/movie/chemical-hearts,Chemical Hearts,"Drama,Romance",57,8.5,2020-08-21,2
cheri,https://www.metacritic.com/movie/cheri,Ch̩ri,"Drama,Romance",63,6.6,2009-06-26,2
cherish,https://www.metacritic.com/movie/cherish,Cherish,"Drama,Mystery,Thriller,Comedy",51,,2002-06-07,2
chernobyl-diaries,https://www.metacritic.com/movie/chernobyl-diaries,Chernobyl Diaries,"Thriller,Horror",32,4.6,2012-05-25,2
cherry-2021,https://www.metacritic.com/movie/cherry-2021,Cherry,"Drama,Crime",44,7.2,2021-02-26,2
cherry-blossoms,https://www.metacritic.com/movie/cherry-blossoms,Cherry Blossoms,"Drama,Romance",62,8.2,2009-01-16,0
chevalier,https://www.metacritic.com/movie/chevalier,Chevalier,"Drama,Comedy",76,3.2,2016-05-27,0
chi-raq,https://www.metacritic.com/movie/chi-raq,Chi-Raq,"Drama,Comedy,Crime,Musical",77,5.4,2015-12-04,2
chicago,https://www.metacritic.com/movie/chicago,Chicago,"Drama,Comedy,Crime,Musical",81,7.9,2002-12-27,1
chicago-10,https://www.metacritic.com/movie/chicago-10,Chicago 10,"History,War,Animation,Documentary",69,5.7,2008-02-29,2
chicken-little,https://www.metacritic.com/movie/chicken-little,Chicken Little,"Adventure,Sci-Fi,Comedy,Animation,Family",48,5.3,2005-11-04,3
chicken-run,https://www.metacritic.com/movie/chicken-run,Chicken Run,"Comedy,Animation,Family",88,8.0,2000-06-21,3
chicken-with-plums,https://www.metacritic.com/movie/chicken-with-plums,Chicken with Plums,"Drama,Comedy",69,7.2,2012-08-17,1
chico-rita,https://www.metacritic.com/movie/chico-rita,Chico & Rita,"Romance,Music,Animation",76,7.3,2012-02-10,0
child-44,https://www.metacritic.com/movie/child-44,Child 44,"Drama,Thriller",41,5.6,2015-04-17,2
child-of-god,https://www.metacritic.com/movie/child-of-god,Child of God,"Drama,Thriller,Crime",50,4.2,2014-08-01,2
children-of-invention,https://www.metacritic.com/movie/children-of-invention,Children of Invention,Drama,67,,2010-03-12,0
children-of-love,https://www.metacritic.com/movie/children-of-love,Children of Love,Drama,63,,2003-12-24,0
children-of-men,https://www.metacritic.com/movie/children-of-men,Children of Men,"Adventure,Sci-Fi,Drama,Mystery,Thriller",84,8.5,2006-12-25,2
children-of-paradise-1945,https://www.metacritic.com/movie/children-of-paradise-1945,Children of Paradise (1945),"Drama,Romance",96,8.1,2012-03-09,0
children-of-the-sea,https://www.metacritic.com/movie/children-of-the-sea,Children of the Sea,"Adventure,Drama,Mystery,Fantasy,Animation,Family",74,7.0,2020-09-01,0
children-underground,https://www.metacritic.com/movie/children-underground,Children Underground,Documentary,85,7.6,2001-09-19,0
childs-play-2019,https://www.metacritic.com/movie/childs-play-2019,Child's Play,Horror,48,6.1,2019-06-21,2
childs-pose,https://www.metacritic.com/movie/childs-pose,Child's Pose,Drama,77,6.6,2014-02-19,0
chimpanzee,https://www.metacritic.com/movie/chimpanzee,Chimpanzee,Documentary,57,6.5,2012-04-20,3
china-blue,https://www.metacritic.com/movie/china-blue,China Blue,Documentary,73,,2007-01-26,0
china-heavyweight,https://www.metacritic.com/movie/china-heavyweight,China Heavyweight,"Sport,Documentary",77,,2012-07-06,0
china-the-panda-adventure,https://www.metacritic.com/movie/china-the-panda-adventure,China: The Panda Adventure,Drama,49,,2001-09-14,0
chinese-portrait,https://www.metacritic.com/movie/chinese-portrait,Chinese Portrait,Documentary,81,,2019-12-13,0
chinese-puzzle,https://www.metacritic.com/movie/chinese-puzzle,Chinese Puzzle,"Drama,Comedy,Romance",64,5.8,2014-05-16,0
chips,https://www.metacritic.com/movie/chips,CHIPS,"Action,Drama,Comedy,Crime",28,5.0,2017-03-24,2
chisholm-72-unbought-unbossed,https://www.metacritic.com/movie/chisholm-72-unbought-unbossed,Chisholm '72: Unbought & Unbossed,Documentary,73,,2004-09-24,0
chloe,https://www.metacritic.com/movie/chloe,Chloe,"Drama,Thriller",48,5.7,2010-03-26,2
chloe-and-theo,https://www.metacritic.com/movie/chloe-and-theo,Chloe and Theo,"Drama,Comedy",24,,2015-09-04,2
chlorine,https://www.metacritic.com/movie/chlorine,Chlorine,"Drama,Comedy,Family",33,,2014-02-28,0
chocolat,https://www.metacritic.com/movie/chocolat,Chocolat,"Drama,Mystery,Romance",64,7.1,2000-12-15,2
choke,https://www.metacritic.com/movie/choke,Choke,"Drama,Comedy",47,8.5,2008-09-26,2
chop-shop,https://www.metacritic.com/movie/chop-shop,Chop Shop,Genre unknown,83,7.7,2008-02-27,0
chop-suey,https://www.metacritic.com/movie/chop-suey,Chop Suey,"Biography,Documentary",53,,2001-10-05,0
chopper,https://www.metacritic.com/movie/chopper,Chopper,"Biography,Drama,Crime",65,4.2,2001-04-11,0
chris-don-a-love-story,https://www.metacritic.com/movie/chris-don-a-love-story,Chris & Don. A Love Story,"Biography,Romance,Documentary",81,7.9,2008-06-13,0
christine,https://www.metacritic.com/movie/christine,Christine,"Biography,Drama",72,6.7,2016-10-14,0
christmas-again,https://www.metacritic.com/movie/christmas-again,"Christmas, Again","Drama,Romance",79,7.8,2015-12-03,0
christmas-in-the-clouds,https://www.metacritic.com/movie/christmas-in-the-clouds,Christmas in the Clouds,"Comedy,Romance,Family",56,8.1,2005-11-04,1
christmas-with-the-kranks,https://www.metacritic.com/movie/christmas-with-the-kranks,Christmas with the Kranks,"Comedy,Family",22,7.9,2004-11-24,1
christopher-robin,https://www.metacritic.com/movie/christopher-robin,Christopher Robin,"Adventure,Drama,Fantasy,Comedy,Animation,Family,Musical",60,7.5,2018-08-03,1
chronic,https://www.metacritic.com/movie/chronic,Chronic,Drama,69,6.5,2016-09-23,2
chronicle-2012,https://www.metacritic.com/movie/chronicle-2012,Chronicle,"Action,Sci-Fi,Drama,Thriller,Horror",69,7.4,2012-02-03,1
chronicles,https://www.metacritic.com/movie/chronicles,Chronicles,"Drama,Thriller,Crime",63,6.4,2005-07-08,2
chrystal,https://www.metacritic.com/movie/chrystal,Chrystal,"Drama,Crime",65,7.4,2005-06-10,2
chuck,https://www.metacritic.com/movie/chuck,Chuck,"Biography,Drama,Sport",68,6.9,2017-05-05,2
chuck-buck,https://www.metacritic.com/movie/chuck-buck,Chuck & Buck,"Drama,Comedy",76,7.6,2000-07-14,2
chuen-jik-sat-sau,https://www.metacritic.com/movie/chuen-jik-sat-sau,Chuen jik sat sau,"Drama,Thriller,Crime",54,8.3,2003-03-21,2
chunhyangdyun,https://www.metacritic.com/movie/chunhyangdyun,Chunhyangdyun,"Drama,Romance,Musical",79,7.6,2000-12-29,2
churchill,https://www.metacritic.com/movie/churchill,Churchill,"Biography,Drama,Thriller",44,8.0,2017-06-02,1
chutney-popcorn,https://www.metacritic.com/movie/chutney-popcorn,Chutney Popcorn,"Drama,Comedy",66,,2000-09-22,0
cielo,https://www.metacritic.com/movie/cielo,Cielo,Documentary,71,,2018-08-15,0
cinderella,https://www.metacritic.com/movie/cinderella,Cinderella,"Adventure,Drama,Fantasy,Romance,Family",67,7.4,2015-03-13,1
cinderella-2021,https://www.metacritic.com/movie/cinderella-2021,Cinderella,"Fantasy,Comedy,Romance,Family,Musical",41,7.0,2021-09-03,1
cinderella-man,https://www.metacritic.com/movie/cinderella-man,Cinderella Man,"Biography,Drama,Sport",69,8.8,2005-06-03,1
cinemania,https://www.metacritic.com/movie/cinemania,Cinemania,Documentary,67,7.0,2003-05-16,0
cinevardaphoto,https://www.metacritic.com/movie/cinevardaphoto,Cin̩vardaphoto,Documentary,76,,2005-02-16,0
circo,https://www.metacritic.com/movie/circo,Circo,"Drama,Documentary",77,,2011-04-01,0
circuit,https://www.metacritic.com/movie/circuit,Circuit,Drama,36,,2002-04-26,0
circumstance,https://www.metacritic.com/movie/circumstance,Circumstance,Drama,65,6.2,2011-08-26,2
circus-of-books,https://www.metacritic.com/movie/circus-of-books,Circus of Books,"Biography,Documentary",74,6.5,2020-04-22,0
cirkus-columbia,https://www.metacritic.com/movie/cirkus-columbia,Cirkus Columbia,Drama,57,,2012-02-17,0
cirque-du-freak-the-vampires-assistant,https://www.metacritic.com/movie/cirque-du-freak-the-vampires-assistant,Cirque du Freak: The Vampire's Assistant,"Action,Adventure,Thriller,Fantasy,Horror,Comedy",43,5.7,2009-10-23,1
cirque-du-soleil-journey-of-man,https://www.metacritic.com/movie/cirque-du-soleil-journey-of-man,Cirque du Soleil: Journey of Man,"Drama,Fantasy,Family,Musical,Short",55,7.4,2000-05-19,3
cirque-du-soleil-worlds-away,https://www.metacritic.com/movie/cirque-du-soleil-worlds-away,Cirque du Soleil: Worlds Away,Fantasy,51,5.6,2012-12-21,1
citadel,https://www.metacritic.com/movie/citadel,Citadel,"Drama,Thriller,Horror",60,6.8,2012-11-09,2
citizen-ashe,https://www.metacritic.com/movie/citizen-ashe,Citizen Ashe,Documentary,74,,2021-12-03,0
citizen-gangster,https://www.metacritic.com/movie/citizen-gangster,Citizen Gangster,"Drama,Crime",56,5.4,2012-04-27,0
citizen-jane-battle-for-the-city,https://www.metacritic.com/movie/citizen-jane-battle-for-the-city,Citizen Jane: Battle for the City,"Biography,History,Documentary",70,,2017-04-21,0
citizen-k,https://www.metacritic.com/movie/citizen-k,Citizen K,Documentary,76,5.6,2019-11-22,0
citizen-koch,https://www.metacritic.com/movie/citizen-koch,Citizen Koch,"Drama,Documentary",52,,2014-06-06,0
citizen-toxie-the-toxic-avenger-iv,https://www.metacritic.com/movie/citizen-toxie-the-toxic-avenger-iv,Citizen Toxie: The Toxic Avenger IV,"Action,Horror,Comedy",41,6.7,2001-11-02,0
citizenfour,https://www.metacritic.com/movie/citizenfour,Citizenfour,Documentary,88,7.6,2014-10-24,0
city-by-the-sea,https://www.metacritic.com/movie/city-by-the-sea,City by the Sea,"Drama,Mystery,Thriller,Crime",50,8.4,2002-09-06,2
city-hall,https://www.metacritic.com/movie/city-hall,City Hall,Documentary,88,5.6,2020-10-28,0
city-island,https://www.metacritic.com/movie/city-island,City Island,"Drama,Comedy",66,8.2,2010-03-19,1
city-of-ember,https://www.metacritic.com/movie/city-of-ember,City of Ember,"Adventure,Sci-Fi,Fantasy,Family",58,6.4,2008-10-10,1
city-of-ghosts,https://www.metacritic.com/movie/city-of-ghosts,City of Ghosts,"Drama,Thriller,Crime",57,8.3,2003-04-25,2
city-of-ghosts-2017,https://www.metacritic.com/movie/city-of-ghosts-2017,City of Ghosts,"War,Documentary",86,6.4,2017-07-07,2
city-of-god,https://www.metacritic.com/movie/city-of-god,City of God,"Drama,Crime",79,9.0,2003-01-17,2
city-of-gold,https://www.metacritic.com/movie/city-of-gold,City of Gold,"Biography,Documentary",72,7.4,2016-03-11,0
city-of-lies,https://www.metacritic.com/movie/city-of-lies,City of Lies,"Biography,Drama,Mystery,Thriller,Crime",44,7.0,2021-03-19,2
city-of-life-and-death,https://www.metacritic.com/movie/city-of-life-and-death,City of Life and Death,"Drama,History,War",85,7.9,2011-05-11,2
city-of-men,https://www.metacritic.com/movie/city-of-men,City of Men,"Drama,Crime",63,7.5,2008-02-29,2
city-with-no-mercy,https://www.metacritic.com/movie/city-with-no-mercy,City with No Mercy,Action,38,7.6,2008-03-14,2
civic-duty,https://www.metacritic.com/movie/civic-duty,Civic Duty,"Drama,Thriller",48,7.3,2007-05-04,2
civil-brand,https://www.metacritic.com/movie/civil-brand,Civil Brand,"Drama,Thriller,Crime",29,5.3,2003-08-29,2
cj7,https://www.metacritic.com/movie/cj7,CJ7,"Sci-Fi,Drama,Fantasy,Comedy,Family",46,5.3,2008-03-07,1
claire-dolan,https://www.metacritic.com/movie/claire-dolan,Claire Dolan,Drama,56,,2000-02-25,0
claire-in-motion,https://www.metacritic.com/movie/claire-in-motion,Claire in Motion,Drama,56,,2017-01-13,0
claires-camera,https://www.metacritic.com/movie/claires-camera,Claire's Camera,Drama,80,6.4,2018-03-09,0
clandestine-childhood,https://www.metacritic.com/movie/clandestine-childhood,Clandestine Childhood,"Drama,History",55,7.3,2013-01-11,0
claras-ghost,https://www.metacritic.com/movie/claras-ghost,Clara's Ghost,"Drama,Thriller,Comedy,Family",66,,2018-12-06,0
clash,https://www.metacritic.com/movie/clash,Clash,"Drama,Thriller",78,7.0,2017-08-25,0
clash-of-the-titans,https://www.metacritic.com/movie/clash-of-the-titans,Clash of the Titans,"Action,Adventure,Drama,Fantasy",39,5.0,2010-04-01,1
clash-of-the-titans-2,https://www.metacritic.com/movie/clash-of-the-titans-2,Wrath of the Titans,"Action,Adventure,Fantasy",37,5.2,2012-03-30,1
class-action-park,https://www.metacritic.com/movie/class-action-park,Class Action Park,Documentary,69,7.1,2020-08-27,0
clean,https://www.metacritic.com/movie/clean,Clean,"Drama,Music",75,7.1,2005-08-12,2
clemency,https://www.metacritic.com/movie/clemency,Clemency,Drama,77,6.7,2019-12-27,0
clementine,https://www.metacritic.com/movie/clementine,Clementine,Drama,55,,2020-05-08,0
cleopatras-second-husband,https://www.metacritic.com/movie/cleopatras-second-husband,Cleopatra's Second Husband,Drama,43,,2000-10-13,2
clerks-ii,https://www.metacritic.com/movie/clerks-ii,Clerks II,"Drama,Comedy",65,7.2,2006-07-21,2
click,https://www.metacritic.com/movie/click,Click,"Drama,Fantasy,Comedy",45,6.6,2006-06-23,1
client-9-the-rise-and-fall-of-eliot-spitzer,https://www.metacritic.com/movie/client-9-the-rise-and-fall-of-eliot-spitzer,Client 9: The Rise and Fall of Eliot Spitzer,Documentary,68,7.0,2010-11-05,2
cliff-walkers,https://www.metacritic.com/movie/cliff-walkers,Cliff Walkers,Thriller,64,,2021-04-30,0
clifford-the-big-red-dog,https://www.metacritic.com/movie/clifford-the-big-red-dog,Clifford the Big Red Dog,"Adventure,Sci-Fi,Drama,Fantasy,Horror,Comedy,Romance,Animation,Family,Musical",55,6.1,2021-11-10,1
cliffords-really-big-movie,https://www.metacritic.com/movie/cliffords-really-big-movie,Clifford's Really Big Movie,"Animation,Family",49,7.0,2004-02-20,3
climates,https://www.metacritic.com/movie/climates,Climates,Drama,72,8.0,2006-10-27,0
climax,https://www.metacritic.com/movie/climax,Climax,"Drama,Mystery,Thriller,Horror,Music,Musical",67,7.4,2019-03-01,0
clockstoppers,https://www.metacritic.com/movie/clockstoppers,Clockstoppers,"Adventure,Sci-Fi,Thriller",40,6.4,2002-03-29,1
close,https://www.metacritic.com/movie/close,Close,"Action,Thriller",51,4.7,2019-01-18,2
close-to-home,https://www.metacritic.com/movie/close-to-home,Close to Home,Drama,64,,2007-02-16,0
close-your-eyes,https://www.metacritic.com/movie/close-your-eyes,Close Your Eyes,"Thriller,Horror,Crime",45,8.0,2004-04-23,2
closed-circuit,https://www.metacritic.com/movie/closed-circuit,Closed Circuit,"Drama,Mystery,Thriller,Crime",50,6.1,2013-08-28,2
closed-curtain,https://www.metacritic.com/movie/closed-curtain,Closed Curtain,Genre unknown,81,5.1,2014-07-09,0
closer,https://www.metacritic.com/movie/closer,Closer,"Drama,Romance",65,8.7,2004-12-03,2
closer-to-god,https://www.metacritic.com/movie/closer-to-god,Closer to God,"Sci-Fi,Thriller,Horror",54,,2015-07-03,0
closet-monster,https://www.metacritic.com/movie/closet-monster,Closet Monster,Drama,81,7.7,2016-09-23,0
cloud-atlas,https://www.metacritic.com/movie/cloud-atlas,Cloud Atlas,"Sci-Fi,Drama,Mystery",55,8.2,2012-10-26,2
clouds-2020,https://www.metacritic.com/movie/clouds-2020,Clouds,"Drama,Music",55,8.3,2020-10-16,1
clouds-of-sils-maria,https://www.metacritic.com/movie/clouds-of-sils-maria,Clouds of Sils Maria,Drama,79,7.0,2015-04-10,2
cloudy-with-a-chance-of-meatballs,https://www.metacritic.com/movie/cloudy-with-a-chance-of-meatballs,Cloudy with a Chance of Meatballs,"Comedy,Animation,Family",66,7.6,2009-09-18,1
cloudy-with-a-chance-of-meatballs-2,https://www.metacritic.com/movie/cloudy-with-a-chance-of-meatballs-2,Cloudy with a Chance of Meatballs 2,"Sci-Fi,Fantasy,Comedy,Animation,Family",59,6.8,2013-09-27,1
clover,https://www.metacritic.com/movie/clover,Clover,"Thriller,Comedy,Crime",43,,2020-04-03,0
cloverfield,https://www.metacritic.com/movie/cloverfield,Cloverfield,"Action,Sci-Fi,Mystery,Thriller",64,6.4,2008-01-18,1
club-dread,https://www.metacritic.com/movie/club-dread,Club Dread,"Thriller,Comedy",45,7.4,2004-02-27,2
cmon-cmon,https://www.metacritic.com/movie/cmon-cmon,C'mon C'mon,Drama,82,6.9,2021-11-19,2
coach-carter,https://www.metacritic.com/movie/coach-carter,Coach Carter,"Drama,Sport",57,7.8,2005-01-14,1
coastlines,https://www.metacritic.com/movie/coastlines,Coastlines,Drama,56,,2006-05-31,2
cocaine-cowboys,https://www.metacritic.com/movie/cocaine-cowboys,Cocaine Cowboys,"Crime,Documentary",59,7.7,2006-10-27,2
cockneys-vs-zombies,https://www.metacritic.com/movie/cockneys-vs-zombies,Cockneys vs Zombies,"Horror,Comedy",52,6.8,2013-08-02,0
coco-2017,https://www.metacritic.com/movie/coco-2017,Coco,"Adventure,Mystery,Fantasy,Horror,Comedy,Music,Animation,Family,Musical",81,8.3,2017-11-22,1
coco-before-chanel,https://www.metacritic.com/movie/coco-before-chanel,Coco Before Chanel,"Biography,Drama",65,7.0,2009-09-25,1
coco-chanel-igor-stravinsky,https://www.metacritic.com/movie/coco-chanel-igor-stravinsky,Coco Chanel & Igor Stravinsky,"Drama,Romance",56,5.0,2010-06-11,2
cocote,https://www.metacritic.com/movie/cocote,Cocote,Drama,70,,2018-08-03,0
coda-2021,https://www.metacritic.com/movie/coda-2021,CODA,"Drama,Music",74,7.9,2021-08-13,0
code-46,https://www.metacritic.com/movie/code-46,Code 46,"Sci-Fi,Drama,Thriller,Romance",57,5.9,2004-08-06,2
code-black,https://www.metacritic.com/movie/code-black,Code Black,"Drama,Documentary",77,6.3,2014-06-20,0
code-name-the-cleaner,https://www.metacritic.com/movie/code-name-the-cleaner,Code Name: The Cleaner,"Action,Comedy,Crime",33,4.4,2007-01-05,1
code-unknown-incomplete-tales-of-several-journeys,https://www.metacritic.com/movie/code-unknown-incomplete-tales-of-several-journeys,Code Unknown: Incomplete Tales of Several Journeys,Drama,74,6.8,2001-11-30,0
coded-bias,https://www.metacritic.com/movie/coded-bias,Coded Bias,Documentary,73,2.7,2020-11-11,0
coffee-and-cigarettes,https://www.metacritic.com/movie/coffee-and-cigarettes,Coffee and Cigarettes,"Drama,Comedy,Music",65,6.9,2004-05-14,2
coffee-date,https://www.metacritic.com/movie/coffee-date,Coffee Date,Comedy,47,,2006-11-10,0
coffee-kareem,https://www.metacritic.com/movie/coffee-kareem,Coffee & Kareem,"Action,Comedy",35,3.3,2020-04-03,2
cog,https://www.metacritic.com/movie/cog,C.O.G.,"Drama,Comedy",60,7.4,2013-09-20,2
coherence,https://www.metacritic.com/movie/coherence,Coherence,"Sci-Fi,Thriller",65,8.0,2014-06-20,0
cold-blood,https://www.metacritic.com/movie/cold-blood,Cold Blood,"Action,Mystery,Thriller",25,5.6,2019-07-05,0
cold-case-hammarskjold,https://www.metacritic.com/movie/cold-case-hammarskjold,Cold Case Hammarskj̦ld,"History,Animation,Documentary",76,7.0,2019-08-16,0
cold-comes-the-night,https://www.metacritic.com/movie/cold-comes-the-night,Cold Comes the Night,"Drama,Thriller,Crime",37,5.3,2014-01-10,2
cold-creek-manor,https://www.metacritic.com/movie/cold-creek-manor,Cold Creek Manor,"Drama,Mystery,Thriller",37,7.7,2003-09-19,2
cold-in-july,https://www.metacritic.com/movie/cold-in-july,Cold in July,"Drama,Thriller,Crime",73,7.3,2014-05-23,0
cold-mountain,https://www.metacritic.com/movie/cold-mountain,Cold Mountain,"Drama,Romance,War",73,5.8,2003-12-25,2
cold-pursuit,https://www.metacritic.com/movie/cold-pursuit,Cold Pursuit,"Action,Drama,Thriller,Crime",57,6.0,2019-02-08,2
cold-souls,https://www.metacritic.com/movie/cold-souls,Cold Souls,"Drama,Comedy",69,5.8,2009-08-07,1
cold-turkey,https://www.metacritic.com/movie/cold-turkey,Cold Turkey,"Drama,Comedy",42,,2013-11-15,0
cold-war,https://www.metacritic.com/movie/cold-war,Cold War,"Drama,Romance,Music",90,7.9,2018-12-21,2
cold-weather,https://www.metacritic.com/movie/cold-weather,Cold Weather,Drama,64,4.7,2011-02-04,0
coldwater,https://www.metacritic.com/movie/coldwater,Coldwater,"Drama,Thriller",45,7.3,2014-08-15,0
colette,https://www.metacritic.com/movie/colette,Colette,"Biography,Drama,History",74,6.9,2018-09-21,0
collaborator,https://www.metacritic.com/movie/collaborator,Collaborator,"Drama,Comedy",56,,2012-07-06,0
collapse,https://www.metacritic.com/movie/collapse,Collapse,Documentary,71,7.9,2009-11-06,0
collateral,https://www.metacritic.com/movie/collateral,Collateral,"Drama,Thriller,Crime",71,8.7,2004-08-06,2
collateral-beauty,https://www.metacritic.com/movie/collateral-beauty,Collateral Beauty,"Drama,Romance",23,6.2,2016-12-16,1
collateral-damage,https://www.metacritic.com/movie/collateral-damage,Collateral Damage,"Action,Thriller",33,7.4,2002-02-08,2
collateral-damages,https://www.metacritic.com/movie/collateral-damages,Collateral Damages,Documentary,69,,2004-03-03,0
collective,https://www.metacritic.com/movie/collective,Collective,Documentary,95,8.0,2020-11-20,0
college,https://www.metacritic.com/movie/college,College,Comedy,15,3.5,2008-08-29,2
college-road-trip,https://www.metacritic.com/movie/college-road-trip,College Road Trip,"Adventure,Drama,Comedy,Family",36,6.5,2008-03-07,3
collide,https://www.metacritic.com/movie/collide,Collide,"Action,Thriller,Crime",33,8.1,2017-02-24,1
colliding-dreams,https://www.metacritic.com/movie/colliding-dreams,Colliding Dreams,"Biography,History,Documentary,News",79,,2016-03-04,0
colombiana,https://www.metacritic.com/movie/colombiana,Colombiana,"Action,Adventure,Drama,Thriller",45,5.6,2011-08-26,1
colonia,https://www.metacritic.com/movie/colonia,Colonia,"Drama,History,Thriller,Romance",33,7.1,2016-04-15,0
color-me-kubrick,https://www.metacritic.com/movie/color-me-kubrick,Color Me Kubrick,"Drama,Comedy",57,,2007-03-23,0
color-out-of-space,https://www.metacritic.com/movie/color-out-of-space,Color Out of Space,"Sci-Fi,Horror",70,6.0,2020-01-24,0
colossal,https://www.metacritic.com/movie/colossal,Colossal,"Action,Sci-Fi,Drama,Thriller,Fantasy,Comedy",70,6.1,2017-04-07,2
columbus,https://www.metacritic.com/movie/columbus,Columbus,"Drama,Comedy,Romance",89,7.4,2017-08-04,0
combat-obscura,https://www.metacritic.com/movie/combat-obscura,Combat Obscura,Documentary,56,7.3,2019-03-15,0
come-and-find-me,https://www.metacritic.com/movie/come-and-find-me,Come and Find Me,"Drama,Thriller",46,5.6,2016-11-11,2
