movie_id,url,title,genre,metascore,userscore,RelDate,rating_id
!women-art-revolution,https://www.metacritic.com/movie/!women-art-revolution,!Women Art Revolution,Documentary,70,,2011-06-01,0
10-cloverfield-lane,https://www.metacritic.com/movie/10-cloverfield-lane,10 Cloverfield Lane,"Action,Sci-Fi,Drama,Mystery,Thriller,Horror",76,7.7,2016-03-11,1
10-items-or-less,https://www.metacritic.com/movie/10-items-or-less,10 Items or Less,"Drama,Comedy,Romance",54,5.8,2006-12-01,2
10-years,https://www.metacritic.com/movie/10-years,10 Years,"Drama,Comedy,Romance",61,6.9,2012-09-14,2
100-bloody-acres,https://www.metacritic.com/movie/100-bloody-acres,100 Bloody Acres,"Horror,Comedy",63,7.5,2013-06-28,0
100-streets,https://www.metacritic.com/movie/100-streets,100 Streets,Drama,44,6.1,2017-01-13,0
1000-times-good-night,https://www.metacritic.com/movie/1000-times-good-night,"1,000 Times Good Night",Drama,57,6.8,2014-10-24,0
10000-bc,https://www.metacritic.com/movie/10000-bc,"10,000 BC","Adventure,Drama,Fantasy",34,4.6,2008-03-07,1
10000-km,https://www.metacritic.com/movie/10000-km,"10,000 km","Drama,Comedy,Romance",75,7.4,2015-07-10,2
1001-grams,https://www.metacritic.com/movie/1001-grams,1001 Grams,Drama,65,,2015-05-08,0
101-reykjavik,https://www.metacritic.com/movie/101-reykjavik,ReykjavÃ­k,"Comedy,Romance",68,5.4,2001-07-25,0
102-dalmatians,https://www.metacritic.com/movie/102-dalmatians,102 Dalmatians,"Comedy,Family",35,5.1,2000-11-22,3
10th-wolf,https://www.metacritic.com/movie/10th-wolf,10th & Wolf,"Drama,Mystery,Thriller,Crime",36,6.7,2006-08-18,2
11-flowers,https://www.metacritic.com/movie/11-flowers,11 Flowers,Drama,71,,2013-02-22,0
11-minutes,https://www.metacritic.com/movie/11-minutes,11 Minutes,"Drama,Thriller",51,7.5,2016-04-08,0
11816,https://www.metacritic.com/movie/11816,11/8/16,Documentary,62,,2017-11-03,2
12,https://www.metacritic.com/movie/12,12,"Drama,Thriller,Crime,War",72,7.4,2009-03-04,1
12-12-12,https://www.metacritic.com/movie/12-12-12,12-12-12,Documentary,54,,2013-11-15,2
12-hour-shift,https://www.metacritic.com/movie/12-hour-shift,12 Hour Shift,"Thriller,Horror,Comedy",63,5.8,2020-10-02,0
12-mighty-orphans,https://www.metacritic.com/movie/12-mighty-orphans,12 Mighty Orphans,"History,Sport",44,6.6,2021-06-11,1
12-oclock-boys,https://www.metacritic.com/movie/12-oclock-boys,12 O'Clock Boys,"Biography,Documentary",68,4.6,2014-01-31,0
12-rounds,https://www.metacritic.com/movie/12-rounds,12 Rounds,"Action,Thriller,Crime",38,5.0,2009-03-27,1
12-strong,https://www.metacritic.com/movie/12-strong,12 Strong,"Action,Drama,History,War",54,6.3,2018-01-19,2
12-years-a-slave,https://www.metacritic.com/movie/12-years-a-slave,12 Years a Slave,"Biography,Drama,History",96,8.0,2013-10-18,2
1208-east-of-bucharest,https://www.metacritic.com/movie/1208-east-of-bucharest,12:08 East of Bucharest,"Drama,Comedy,Music",77,7.9,2007-06-06,0
127-hours,https://www.metacritic.com/movie/127-hours,127 Hours,"Adventure,Biography,Drama,Thriller",82,8.1,2010-11-05,2
13,https://www.metacritic.com/movie/13,13,"Drama,Thriller",29,5.0,2011-10-28,2
13-assassins,https://www.metacritic.com/movie/13-assassins,13 Assassins,Action,84,8.0,2011-04-29,2
13-going-on-30,https://www.metacritic.com/movie/13-going-on-30,13 Going on 30,"Fantasy,Comedy,Romance",57,7.9,2004-04-23,1
13-hours-the-secret-soldiers-of-benghazi,https://www.metacritic.com/movie/13-hours-the-secret-soldiers-of-benghazi,13 Hours: The Secret Soldiers of Benghazi,"Action,Drama,Thriller,War",48,7.0,2016-01-15,2
13-minutes,https://www.metacritic.com/movie/13-minutes,13 Minutes,"Biography,Drama,War",58,6.9,2017-06-30,2
13-sins,https://www.metacritic.com/movie/13-sins,13 Sins,"Thriller,Horror",44,6.7,2014-04-18,2
13-tzameti,https://www.metacritic.com/movie/13-tzameti,13 Tzameti,"Drama,Thriller,Crime",61,7.4,2006-07-28,0
13th,https://www.metacritic.com/movie/13th,13th,"Crime,Documentary",83,7.7,2016-10-07,2
14-blades,https://www.metacritic.com/movie/14-blades,14 Blades,"Action,Drama,History,Thriller",50,,2014-08-22,2
1408,https://www.metacritic.com/movie/1408,1408,"Thriller,Horror",64,8.2,2007-06-22,1
15-minutes,https://www.metacritic.com/movie/15-minutes,15 Minutes,"Action,Drama,Thriller,Crime",34,6.2,2001-03-09,2
16-blocks,https://www.metacritic.com/movie/16-blocks,16 Blocks,"Action,Drama,Thriller,Crime",63,7.8,2006-03-03,1
16-years-of-alcohol,https://www.metacritic.com/movie/16-years-of-alcohol,16 Years of Alcohol,"Drama,Crime",57,6.1,2005-03-18,2
17-again,https://www.metacritic.com/movie/17-again,17 Again,"Drama,Comedy,Romance",48,5.9,2009-04-17,1
17-blocks,https://www.metacritic.com/movie/17-blocks,17 Blocks,Documentary,81,,2019-11-01,0
17-girls,https://www.metacritic.com/movie/17-girls,17 Girls,Drama,61,,2012-09-21,0
1911,https://www.metacritic.com/movie/1911,1911,"Action,Adventure,Drama,History,War",37,6.1,2011-10-07,2
1917,https://www.metacritic.com/movie/1917,1917,"Drama,War",78,8.4,2019-12-25,2
1922,https://www.metacritic.com/movie/1922,1922,"Drama,Mystery,Thriller,Horror,Crime",70,6.9,2017-10-20,2
1945,https://www.metacritic.com/movie/1945,1945,Drama,73,7.6,2017-11-01,0
1971,https://www.metacritic.com/movie/1971,1971,"History,Thriller,Documentary,News",73,7.8,2015-02-06,0
1985,https://www.metacritic.com/movie/1985,1985,Drama,71,8.2,2018-10-26,0
1br,https://www.metacritic.com/movie/1br,1BR,"Drama,Thriller,Horror",56,6.2,2020-04-24,0
2-autumns-3-winters,https://www.metacritic.com/movie/2-autumns-3-winters,"2 Autumns, 3 Winters",Comedy,75,,2014-06-06,0
2-days-in-new-york,https://www.metacritic.com/movie/2-days-in-new-york,2 Days in New York,Comedy,61,5.4,2012-08-10,2
2-days-in-paris,https://www.metacritic.com/movie/2-days-in-paris,2 Days in Paris,"Drama,Comedy,Romance",67,6.5,2007-08-10,2
2-fast-2-furious,https://www.metacritic.com/movie/2-fast-2-furious,2 Fast 2 Furious,"Action,Thriller,Crime",38,7.4,2003-06-06,1
2-guns,https://www.metacritic.com/movie/2-guns,2 Guns,"Action,Drama,Thriller,Comedy,Crime",55,6.6,2013-08-02,2
2-jacks,https://www.metacritic.com/movie/2-jacks,2 Jacks,"Drama,Comedy",38,,2013-10-18,0
2-or-3-things-i-know-about-him,https://www.metacritic.com/movie/2-or-3-things-i-know-about-him,2 or 3 Things I Know About Him,Drama,74,,2007-01-24,0
20-centimeters,https://www.metacritic.com/movie/20-centimeters,20 Centimeters,"Comedy,Musical",58,7.3,2006-10-27,0
20-feet-from-stardom,https://www.metacritic.com/movie/20-feet-from-stardom,20 Feet from Stardom,Documentary,83,7.4,2013-06-14,1
20000-days-on-earth,https://www.metacritic.com/movie/20000-days-on-earth,"20,000 Days on Earth","Drama,Music,Documentary",83,6.6,2014-09-17,0
2012,https://www.metacritic.com/movie/2012,2012,"Action,Adventure,Sci-Fi,Drama,Thriller",49,5.6,2009-11-13,1
2016-obamas-america,https://www.metacritic.com/movie/2016-obamas-america,2016: Obama's America,Documentary,26,6.2,2012-07-13,1
2046,https://www.metacritic.com/movie/2046,2046,"Sci-Fi,Drama,Fantasy,Romance",78,7.5,2005-08-05,2
2067,https://www.metacritic.com/movie/2067,2067,Sci-Fi,39,5.5,2020-10-02,0
20th-century-women,https://www.metacritic.com/movie/20th-century-women,20th Century Women,"Drama,Comedy",83,7.4,2016-12-28,2
21,https://www.metacritic.com/movie/21,21,Drama,48,6.4,2008-03-28,1
21-and-over,https://www.metacritic.com/movie/21-and-over,21 and Over,Comedy,34,5.4,2013-03-01,2
21-bridges,https://www.metacritic.com/movie/21-bridges,21 Bridges,"Action,Drama,Thriller,Crime",51,6.1,2019-11-22,2
21-grams,https://www.metacritic.com/movie/21-grams,21 Grams,"Drama,Thriller,Crime",70,7.7,2003-11-21,2
21-jump-street,https://www.metacritic.com/movie/21-jump-street,21 Jump Street,"Action,Comedy,Crime",69,8.0,2012-03-16,2
21-years-richard-linklater,https://www.metacritic.com/movie/21-years-richard-linklater,21 Years: Richard Linklater,"Biography,Documentary",51,4.9,2014-11-07,0
211,https://www.metacritic.com/movie/211,211,"Action,Drama,History,Thriller,Crime",21,3.5,2018-06-08,2
22-july,https://www.metacritic.com/movie/22-july,22 July,"Biography,Drama,History,Thriller,Crime",69,6.9,2018-10-10,0
22-jump-street,https://www.metacritic.com/movie/22-jump-street,22 Jump Street,"Action,Comedy,Crime",71,8.0,2014-06-13,2
23-blast,https://www.metacritic.com/movie/23-blast,23 Blast,"Drama,Sport,Family",45,3.8,2014-10-24,1
24-city,https://www.metacritic.com/movie/24-city,24 City,Drama,75,7.6,2009-06-05,0
24-days,https://www.metacritic.com/movie/24-days,24 Days,"Drama,Thriller",59,,2015-04-24,0
24-exposures,https://www.metacritic.com/movie/24-exposures,24 Exposures,"Drama,Thriller,Crime",42,3.0,2014-01-24,0
24-frames,https://www.metacritic.com/movie/24-frames,24 Frames,Drama,77,6.8,2018-02-02,0
24-hour-party-people,https://www.metacritic.com/movie/24-hour-party-people,24 Hour Party People,"Biography,Drama,Comedy,Music",85,8.8,2002-08-09,2
24-hours-on-craigslist,https://www.metacritic.com/movie/24-hours-on-craigslist,24 Hours on Craigslist,Documentary,47,,2006-01-19,0
25th-hour,https://www.metacritic.com/movie/25th-hour,25th Hour,"Drama,Crime",68,8.6,2002-12-19,2
27-dresses,https://www.metacritic.com/movie/27-dresses,27 Dresses,"Comedy,Romance",47,5.8,2008-01-18,1
28-days,https://www.metacritic.com/movie/28-days,28 Days,Drama,46,6.0,2000-04-14,1
28-days-later,https://www.metacritic.com/movie/28-days-later,28 Days Later...,"Action,Sci-Fi,Thriller,Horror",73,7.7,2003-06-27,2
28-hotel-rooms,https://www.metacritic.com/movie/28-hotel-rooms,28 Hotel Rooms,Drama,50,5.1,2012-11-09,0
28-weeks-later,https://www.metacritic.com/movie/28-weeks-later,28 Weeks Later,"Action,Thriller,Horror",78,6.9,2007-05-11,2
3,https://www.metacritic.com/movie/3,3,"Drama,Comedy,Romance",55,6.2,2011-09-16,0
3-12-minutes-10-bullets,https://www.metacritic.com/movie/3-12-minutes-10-bullets,"3 1/2 Minutes, 10 Bullets","Drama,Crime,Documentary,News",77,5.5,2015-06-19,0
3-2-1-frankie-go-boom,https://www.metacritic.com/movie/3-2-1-frankie-go-boom,"3, 2, 1... Frankie Go Boom",Comedy,51,4.8,2012-10-12,0
3-backyards,https://www.metacritic.com/movie/3-backyards,3 Backyards,Drama,69,6.7,2011-03-11,2
3-d-sex-and-zen-extreme-ecstasy,https://www.metacritic.com/movie/3-d-sex-and-zen-extreme-ecstasy,3-D Sex and Zen: Extreme Ecstasy,Drama,36,5.8,2011-08-12,0
3-dancing-slaves,https://www.metacritic.com/movie/3-dancing-slaves,3 Dancing Slaves,Drama,46,,2005-09-02,0
3-days-to-kill,https://www.metacritic.com/movie/3-days-to-kill,3 Days to Kill,"Action,Drama,Thriller,Crime",40,5.7,2014-02-21,1
3-faces,https://www.metacritic.com/movie/3-faces,3 Faces,Drama,78,6.4,2019-03-08,0
3-generations,https://www.metacritic.com/movie/3-generations,3 Generations,"Drama,Comedy",47,3.5,2017-05-05,0
3-hearts,https://www.metacritic.com/movie/3-hearts,3 Hearts,Drama,56,5.5,2015-03-13,1
3-iron,https://www.metacritic.com/movie/3-iron,3-Iron,"Drama,Romance,Crime",72,8.3,2005-04-29,2
3-needles,https://www.metacritic.com/movie/3-needles,3 Needles,Drama,48,,2006-12-01,0
3-strikes,https://www.metacritic.com/movie/3-strikes,3 Strikes,Comedy,11,4.5,2000-03-01,2
30-beats,https://www.metacritic.com/movie/30-beats,30 Beats,"Comedy,Romance",20,,2012-07-20,2
30-days-of-night,https://www.metacritic.com/movie/30-days-of-night,30 Days of Night,"Thriller,Horror",53,8.0,2007-10-19,2
30-minutes-or-less,https://www.metacritic.com/movie/30-minutes-or-less,30 Minutes or Less,"Adventure,Comedy",49,5.6,2011-08-12,2
300,https://www.metacritic.com/movie/300,300,"Action,Fantasy,War",52,7.1,2007-03-09,2
300-rise-of-an-empire,https://www.metacritic.com/movie/300-rise-of-an-empire,300: Rise of an Empire,"Action,Drama,Fantasy,War",48,6.0,2014-03-07,2
3000-miles-to-graceland,https://www.metacritic.com/movie/3000-miles-to-graceland,3000 Miles to Graceland,"Action,Thriller,Comedy,Crime",21,3.2,2001-02-23,2
306-hollywood,https://www.metacritic.com/movie/306-hollywood,306 Hollywood,Documentary,66,,2018-09-28,0
31,https://www.metacritic.com/movie/31,31,"Thriller,Horror",35,6.9,2016-10-21,2
310-to-yuma,https://www.metacritic.com/movie/310-to-yuma,3:10 to Yuma,"Action,Drama,Crime,Western",76,7.3,2007-09-07,2
33-postcards,https://www.metacritic.com/movie/33-postcards,33 Postcards,"Drama,Music",33,,2013-05-17,0
35-shots-of-rum,https://www.metacritic.com/movie/35-shots-of-rum,35 Shots of Rum,Drama,92,6.4,2009-09-16,0
360,https://www.metacritic.com/movie/360,360,"Drama,Romance",43,3.7,2012-08-03,2
39-pounds-of-love,https://www.metacritic.com/movie/39-pounds-of-love,39 Pounds of Love,"Biography,Romance,Documentary",56,7.3,2005-11-23,0
4,https://www.metacritic.com/movie/4,4,Drama,72,7.1,2006-04-07,0
4-days-in-france,https://www.metacritic.com/movie/4-days-in-france,4 Days in France,"Drama,Comedy,Romance",73,,2017-08-04,0
4-months-3-weeks-and-2-days,https://www.metacritic.com/movie/4-months-3-weeks-and-2-days,"4 Months, 3 Weeks and 2 Days",Drama,97,7.9,2008-01-23,0
40-days-and-40-nights,https://www.metacritic.com/movie/40-days-and-40-nights,40 Days and 40 Nights,"Drama,Comedy,Romance",53,7.5,2002-03-01,2
40-years-in-the-making-the-magic-music-movie,https://www.metacritic.com/movie/40-years-in-the-making-the-magic-music-movie,40 Years in the Making: The Magic Music Movie,Documentary,68,8.4,2018-08-03,0
42,https://www.metacritic.com/movie/42,42,"Biography,Drama,Sport",62,7.5,2013-04-12,1
44-inch-chest,https://www.metacritic.com/movie/44-inch-chest,44 Inch Chest,"Drama,Crime",47,5.2,2010-01-15,2
444-last-day-on-earth,https://www.metacritic.com/movie/444-last-day-on-earth,4:44 Last Day on Earth,"Sci-Fi,Drama,Fantasy",54,4.2,2012-03-23,0
45-years,https://www.metacritic.com/movie/45-years,45 Years,"Drama,Romance",94,7.3,2015-12-23,0
45365,https://www.metacritic.com/movie/45365,45365,Documentary,88,7.4,2010-06-18,0
47-meters-down,https://www.metacritic.com/movie/47-meters-down,47 Meters Down,"Adventure,Drama,Thriller,Horror",52,5.2,2017-06-16,1
47-meters-down-uncaged,https://www.metacritic.com/movie/47-meters-down-uncaged,47 Meters Down: Uncaged,"Adventure,Drama,Thriller,Horror",43,5.1,2019-08-16,1
47-ronin,https://www.metacritic.com/movie/47-ronin,47 Ronin,"Action,Adventure,Drama,Fantasy",28,6.2,2013-12-25,1
49-up,https://www.metacritic.com/movie/49-up,49 Up,"Biography,Documentary",84,8.6,2006-10-06,0
4th-man-out,https://www.metacritic.com/movie/4th-man-out,4th Man Out,"Drama,Comedy",43,5.9,2016-02-05,0
5-broken-cameras,https://www.metacritic.com/movie/5-broken-cameras,5 Broken Cameras,Documentary,78,7.4,2012-05-25,0
5-days-of-war,https://www.metacritic.com/movie/5-days-of-war,5 Days of War,"Action,Drama,War",31,1.5,2011-08-19,2
5-flights-up,https://www.metacritic.com/movie/5-flights-up,5 Flights Up,Drama,55,6.6,2015-05-08,1
5-star-day,https://www.metacritic.com/movie/5-star-day,5 Star Day,Drama,41,7.3,2011-11-04,0
5-to-7,https://www.metacritic.com/movie/5-to-7,5 to 7,"Drama,Comedy,Romance",52,7.7,2015-04-03,2
50-first-dates,https://www.metacritic.com/movie/50-first-dates,50 First Dates,"Comedy,Romance",48,6.5,2004-02-13,1
500-days-of-summer,https://www.metacritic.com/movie/500-days-of-summer,(500) Days of Summer,"Drama,Comedy,Romance",76,8.1,2009-07-17,1
5050,https://www.metacritic.com/movie/5050,50/50,"Drama,Comedy",72,8.4,2011-09-30,2
51-birch-street,https://www.metacritic.com/movie/51-birch-street,51 Birch Street,Documentary,77,7.7,2006-10-18,0
52-tuesdays,https://www.metacritic.com/movie/52-tuesdays,52 Tuesdays,"Drama,Family",71,6.9,2015-03-27,0
56-up,https://www.metacritic.com/movie/56-up,56 Up,Documentary,83,8.4,2013-01-04,0
5x2,https://www.metacritic.com/movie/5x2,5x2,"Drama,Romance",62,6.6,2005-06-10,2
6-balloons,https://www.metacritic.com/movie/6-balloons,6 Balloons,Drama,66,6.8,2018-04-06,0
6-days,https://www.metacritic.com/movie/6-days,6 Days,"Action,Drama,History,Thriller",36,7.0,2017-08-18,2
6-month-rule,https://www.metacritic.com/movie/6-month-rule,6 Month Rule,Comedy,31,,2012-06-01,2
6-souls,https://www.metacritic.com/movie/6-souls,6 Souls,"Mystery,Thriller,Horror",28,5.6,2013-04-05,2
6-underground,https://www.metacritic.com/movie/6-underground,6 Underground,"Action,Adventure,Thriller,Comedy",41,5.6,2019-12-11,2
63-up,https://www.metacritic.com/movie/63-up,63 Up,Documentary,89,7.2,2019-11-27,0
69-the-saga-of-danny-hernandez,https://www.metacritic.com/movie/69-the-saga-of-danny-hernandez,69: The Saga of Danny Hernandez,"Music,Documentary",53,,2020-11-16,0
6ixtynin9,https://www.metacritic.com/movie/6ixtynin9,6ixtynin9,"Thriller,Comedy,Crime",65,6.5,2005-05-20,2
7-boxes,https://www.metacritic.com/movie/7-boxes,7 Boxes,"Action,Thriller",72,8.6,2014-02-07,0
7-chinese-brothers,https://www.metacritic.com/movie/7-chinese-brothers,7 Chinese Brothers,Comedy,56,5.1,2015-08-28,0
7-days-in-entebbe,https://www.metacritic.com/movie/7-days-in-entebbe,7 Days in Entebbe,"Drama,History,Thriller,Crime",49,5.7,2018-03-16,1
7-days-in-september,https://www.metacritic.com/movie/7-days-in-september,7 Days in September,Documentary,74,7.4,2002-09-06,0
7-minutes,https://www.metacritic.com/movie/7-minutes,7 Minutes,"Drama,Thriller,Crime",35,5.4,2015-06-26,0
7-prisoners,https://www.metacritic.com/movie/7-prisoners,7 Prisoners,Drama,80,7.1,2021-11-05,2
71,https://www.metacritic.com/movie/71,'71,"Action,Drama,Thriller,War",83,7.5,2015-02-27,2
71-fragments-of-a-chronology-of-chance,https://www.metacritic.com/movie/71-fragments-of-a-chronology-of-chance,71 Fragments of a Chronology of Chance,Drama,71,7.2,2005-10-26,0
7500-2020,https://www.metacritic.com/movie/7500-2020,7500,"Action,Drama,Thriller",58,6.3,2020-06-18,2
76-days,https://www.metacritic.com/movie/76-days,76 Days,"Drama,Documentary",84,,2020-12-04,0
7852-hitchcocks-shower-scene,https://www.metacritic.com/movie/7852-hitchcocks-shower-scene,78/52: Hitchcockâs Shower Scene,Documentary,74,7.9,2017-10-13,0
8-mile,https://www.metacritic.com/movie/8-mile,8 Mile,"Drama,Music",77,8.6,2002-11-08,2
8-the-mormon-proposition,https://www.metacritic.com/movie/8-the-mormon-proposition,8: The Mormon Proposition,Documentary,55,6.7,2010-06-18,2
8-women,https://www.metacritic.com/movie/8-women,8 Women,"Mystery,Comedy,Crime,Musical",64,6.4,2002-09-20,2
8-women-2000,https://www.metacritic.com/movie/8-women-2000,8 Â½ Women,"Drama,Comedy",36,2.6,2000-05-26,2
800-bullets,https://www.metacritic.com/movie/800-bullets,800 Bullets,"Drama,Comedy,Crime,Western",51,4.9,2004-10-29,2
88-minutes,https://www.metacritic.com/movie/88-minutes,88 Minutes,"Drama,Mystery,Thriller",17,4.9,2008-04-18,2
9,https://www.metacritic.com/movie/9,9,"Adventure,Sci-Fi,Drama,Fantasy,Animation",60,7.2,2009-09-09,1
9-dead-gay-guys,https://www.metacritic.com/movie/9-dead-gay-guys,9 Dead Gay Guys,"Comedy,Crime",21,7.7,2003-10-17,2
9-songs,https://www.metacritic.com/movie/9-songs,9 Songs,"Drama,Romance,Music",43,5.1,2005-07-22,0
90-minutes-in-heaven,https://www.metacritic.com/movie/90-minutes-in-heaven,90 Minutes in Heaven,Drama,28,2.8,2015-09-11,1
95-miles-to-go,https://www.metacritic.com/movie/95-miles-to-go,95 Miles to Go,"Comedy,Documentary",46,,2006-04-07,2
96-minutes,https://www.metacritic.com/movie/96-minutes,96 Minutes,"Drama,Thriller",51,7.4,2012-04-27,2
99-homes,https://www.metacritic.com/movie/99-homes,99 Homes,"Drama,Thriller",76,7.7,2015-09-25,2
99-the-occupy-wall-street-collaborative-film,https://www.metacritic.com/movie/99-the-occupy-wall-street-collaborative-film,99%: The Occupy Wall Street Collaborative Film,Documentary,59,,2013-09-06,2
999,https://www.metacritic.com/movie/999,$9.99,"Drama,Animation",68,6.6,2009-06-19,2
a-bad-moms-christmas,https://www.metacritic.com/movie/a-bad-moms-christmas,A Bad Moms Christmas,"Action,Adventure,Comedy",42,4.8,2017-11-01,2
a-bag-of-hammers,https://www.metacritic.com/movie/a-bag-of-hammers,A Bag of Hammers,"Drama,Comedy",50,6.8,2012-05-11,0
a-bag-of-marbles,https://www.metacritic.com/movie/a-bag-of-marbles,A Bag of Marbles,Drama,55,7.5,2018-03-23,0
a-band-called-death,https://www.metacritic.com/movie/a-band-called-death,A Band Called Death,Documentary,77,6.6,2013-06-28,0
a-beautiful-day-in-the-neighborhood,https://www.metacritic.com/movie/a-beautiful-day-in-the-neighborhood,A Beautiful Day in the Neighborhood,"Biography,Drama",80,7.2,2019-11-22,1
a-beautiful-life,https://www.metacritic.com/movie/a-beautiful-life,A Beautiful Life,Drama,13,1.7,2009-10-02,0
a-beautiful-mind,https://www.metacritic.com/movie/a-beautiful-mind,A Beautiful Mind,"Biography,Drama",72,8.1,2001-12-21,1
a-better-life,https://www.metacritic.com/movie/a-better-life,A Better Life,Drama,64,7.3,2011-06-24,1
a-bigger-splash,https://www.metacritic.com/movie/a-bigger-splash,A Bigger Splash,"Drama,Mystery,Crime",74,6.7,2016-05-04,2
a-birders-guide-to-everything,https://www.metacritic.com/movie/a-birders-guide-to-everything,A Birder's Guide to Everything,Comedy,61,5.6,2014-03-21,1
a-borrowed-identity,https://www.metacritic.com/movie/a-borrowed-identity,A Borrowed Identity,Drama,73,5.3,2015-06-26,0
a-bottle-in-the-gaza-sea-une-bouteille-s-la-mer,https://www.metacritic.com/movie/a-bottle-in-the-gaza-sea-une-bouteille-s-la-mer,A Bottle in the Gaza Sea (Une bouteille Ã  la mer),Drama,58,,2013-01-04,0
a-boy-called-christmas,https://www.metacritic.com/movie/a-boy-called-christmas,A Boy Called Christmas,"Adventure,Drama,Fantasy,Family",61,5.5,2021-11-24,1
a-brave-heart-the-lizzie-velasquez-story,https://www.metacritic.com/movie/a-brave-heart-the-lizzie-velasquez-story,A Brave Heart: The Lizzie Velasquez Story,"Biography,Family,Documentary",70,5.9,2015-09-25,1
a-bread-factory-part-one-for-the-sake-of-gold,https://www.metacritic.com/movie/a-bread-factory-part-one-for-the-sake-of-gold,A Bread Factory Part One: For the Sake of Gold,"Drama,Comedy",91,,2018-10-26,0
a-bread-factory-part-two-walk-with-me-a-while,https://www.metacritic.com/movie/a-bread-factory-part-two-walk-with-me-a-while,A Bread Factory Part Two: Walk With Me a While,"Drama,Comedy",91,,2018-10-26,0
a-brilliant-young-mind,https://www.metacritic.com/movie/a-brilliant-young-mind,A Brilliant Young Mind,"Drama,Comedy",65,6.7,2015-09-11,0
a-call-to-spy,https://www.metacritic.com/movie/a-call-to-spy,A Call to Spy,"Biography,Drama,Thriller,Crime,War",65,5.7,2020-10-02,1
a-case-of-you,https://www.metacritic.com/movie/a-case-of-you,A Case of You,"Comedy,Romance",38,5.3,2013-11-06,2
a-cat-in-paris,https://www.metacritic.com/movie/a-cat-in-paris,A Cat in Paris,"Comedy,Crime,Animation,Family",63,7.0,2012-06-01,1
a-cause-dun-garcon,https://www.metacritic.com/movie/a-cause-dun-garcon,Ã cause d'un garÃ§on,Drama,52,6.9,2004-06-18,0
a-christmas-carol,https://www.metacritic.com/movie/a-christmas-carol,A Christmas Carol,"Drama,Fantasy,Animation,Family",55,7.2,2009-11-06,1
a-christmas-tale,https://www.metacritic.com/movie/a-christmas-tale,A Christmas Tale,"Drama,Comedy",84,6.9,2008-11-14,0
a-ciambra,https://www.metacritic.com/movie/a-ciambra,A Ciambra,Drama,70,6.6,2018-01-26,0
a-cinderella-story,https://www.metacritic.com/movie/a-cinderella-story,A Cinderella Story,"Comedy,Romance,Family",25,6.6,2004-07-16,1
a-coffee-in-berlin,https://www.metacritic.com/movie/a-coffee-in-berlin,A Coffee In Berlin,Drama,63,6.1,2014-06-13,0
a-common-thread,https://www.metacritic.com/movie/a-common-thread,A Common Thread,"Drama,Romance",63,5.7,2005-05-27,0
a-cop-movie,https://www.metacritic.com/movie/a-cop-movie,A Cop Movie,Drama,76,7.3,2021-10-20,0
a-country-called-home,https://www.metacritic.com/movie/a-country-called-home,A Country Called Home,Drama,46,5.0,2016-02-26,0
a-crooked-somebody,https://www.metacritic.com/movie/a-crooked-somebody,A Crooked Somebody,"Drama,Thriller",74,,2018-10-05,0
a-cure-for-wellness,https://www.metacritic.com/movie/a-cure-for-wellness,A Cure for Wellness,"Sci-Fi,Drama,Mystery,Thriller,Fantasy,Horror",47,8.2,2017-02-17,2
a-dangerous-method,https://www.metacritic.com/movie/a-dangerous-method,A Dangerous Method,"Drama,Thriller",76,6.5,2011-11-23,2
a-dark-place,https://www.metacritic.com/movie/a-dark-place,A Dark Place,"Mystery,Thriller",41,,2019-04-12,0
a-day-without-a-mexican,https://www.metacritic.com/movie/a-day-without-a-mexican,A Day Without a Mexican,"Drama,Mystery,Fantasy,Comedy",30,3.9,2004-05-14,2
a-decade-under-the-influence,https://www.metacritic.com/movie/a-decade-under-the-influence,A Decade Under the Influence,"History,Documentary",67,7.2,2003-04-25,2
a-decent-factory,https://www.metacritic.com/movie/a-decent-factory,A Decent Factory,Documentary,54,,2005-06-29,0
a-dirty-shame,https://www.metacritic.com/movie/a-dirty-shame,A Dirty Shame,Comedy,56,5.3,2004-09-24,2
a-dogs-journey,https://www.metacritic.com/movie/a-dogs-journey,A Dog's Journey,"Adventure,Drama,Fantasy,Comedy,Family",43,7.4,2019-05-17,1
a-dogs-purpose,https://www.metacritic.com/movie/a-dogs-purpose,A Dog's Purpose,"Adventure,Drama,Fantasy,Comedy,Family",43,6.2,2017-01-27,1
a-dogs-way-home,https://www.metacritic.com/movie/a-dogs-way-home,A Dog's Way Home,"Adventure,Drama,Family",50,6.0,2019-01-11,1
a-faithful-man,https://www.metacritic.com/movie/a-faithful-man,A Faithful Man,"Drama,Comedy,Romance",67,6.0,2019-07-19,0
a-fall-from-grace,https://www.metacritic.com/movie/a-fall-from-grace,A Fall from Grace,Thriller,34,4.8,2020-01-17,0
a-family-affair,https://www.metacritic.com/movie/a-family-affair,A Family Affair,"Comedy,Romance",50,5.3,2003-05-09,0
a-family-affair-2016,https://www.metacritic.com/movie/a-family-affair-2016,A Family Affair,Documentary,75,,2016-09-16,0
a-family-man,https://www.metacritic.com/movie/a-family-man,A Family Man,Drama,21,5.4,2017-07-28,2
a-fantastic-fear-of-everything,https://www.metacritic.com/movie/a-fantastic-fear-of-everything,A Fantastic Fear of Everything,Comedy,31,4.7,2014-02-07,2
a-fantastic-woman,https://www.metacritic.com/movie/a-fantastic-woman,A Fantastic Woman,Drama,86,7.0,2017-11-17,0
